customer_id,age,gender,tenure_months,total_orders,frequency,avg_order_value,total_revenue,recency_days,returns_rate,monetary_per_order,rfm_score,high_value
22,32,Male,16,5,5,36.44317130233849,163.84,6,0.2025121156240655,32.77,7.277000000000001,0
23,35,Female,35,4,4,10.0,36.81,62,0.07083158768335832,9.2,-53.08,0
24,20,Female,142,2,3,34.93896247862543,102.38,90,0.2214073614080429,51.19,-78.881,0
25,29,Female,38,5,7,95.3555382720279,520.91,33,0.07462168273205406,104.18,-8.581999999999999,1
26,36,Female,51,9,9,113.29653074751178,1495.75,55,0.04171561554652959,166.19,-20.381,1
27,23,Female,34,6,6,10.862882864509317,67.58,35,0.03020991220955073,11.26,-21.874,0
28,38,Female,55,3,3,29.79619055822009,93.27,13,0.1431492419080301,31.09,-3.891,0
29,28,Male,2,2,2,106.80570776061344,276.6,54,0.057834054842268175,138.3,-36.17,0
30,32,Female,64,6,7,44.391539426714004,231.16,72,0.15520730384408224,38.53,-54.147,0
31,28,Female,13,3,4,56.16371497611233,183.5,17,0.10051088999970066,61.17,-2.882999999999999,0
32,53,Male,62,2,2,49.37431367315975,105.3,74,0.08989316926555066,52.65,-64.735,0
33,34,Female,2,3,3,97.50836703661861,241.26,117,0.06003450292954817,80.42,-102.958,0
34,24,Male,31,2,2,120.21037350626402,244.95,149,0.12745767980643885,122.48,-132.752,0
35,43,Female,32,5,6,72.2095921523428,389.56,11,0.1461573629364043,77.91,8.791,0
36,22,Female,139,4,4,56.82992358429615,191.08,10,0.16589192113679466,47.77,2.777,0
37,37,Male,36,3,3,63.36440709196585,154.75,122,0.1421090929817785,51.58,-110.842,0
38,18,Female,12,5,5,96.75537562483049,590.16,69,0.12153953346893115,118.03,-47.197,1
39,21,Male,20,6,6,85.75503766492292,485.76,8,0.03872785254602255,80.96,12.096,1
40,36,Female,11,4,4,62.48179527061952,263.37,41,0.048605471720232954,65.84,-26.416,0
41,42,Male,6,3,3,68.68941183703775,176.4,85,0.13230455080571876,58.8,-73.12,0
42,36,Male,7,6,7,48.463873656750195,253.16,13,0.1266328674204684,42.19,5.219,0
43,33,Male,7,1,1,49.940967052731615,45.35,144,0.04759411284624979,45.35,-137.465,0
44,31,Male,20,2,3,28.047121639214552,46.05,120,0.08043559151226863,23.02,-111.698,0
45,20,Female,57,8,7,104.36890422611813,1113.55,54,0.13311735170698596,139.19,-26.081,1
46,27,Female,59,3,4,10.0,43.03,90,0.041953564125366,14.34,-80.566,0
47,30,Male,2,4,5,78.36699463513725,365.35,9,0.026127634614940592,91.34,10.134,0
48,45,Male,2,1,2,69.1985463449438,94.91,17,0.17926583599987425,94.91,-3.5090000000000003,0
49,38,Male,7,4,5,67.18018389996621,240.47,89,0.15575812535695888,60.12,-72.988,0
50,18,Female,8,2,3,51.631856973831134,115.09,35,0.10687769683873023,57.54,-23.246,0
51,38,Female,3,2,2,61.18324127179067,110.14,11,0.18952307823428952,55.07,-1.4929999999999994,0
52,31,Male,12,2,3,122.79930781891346,367.59,20,0.1861523223954332,183.8,4.380000000000003,0
53,28,Female,22,3,4,72.193530960842,182.08,58,0.026941978909159888,60.69,-43.931,0
54,41,Male,21,4,4,74.84587966209796,332.55,2,0.13513155429232612,83.14,14.314,0
55,45,Female,19,4,4,75.79619720814165,266.37,9,0.1317951938547588,66.59,5.659000000000001,0
56,44,Female,10,5,5,48.954785796485226,207.58,13,0.0823782734561147,41.52,1.1520000000000001,0
57,26,Female,30,4,4,52.9608416186757,278.47,131,0.10056091560747787,69.62,-116.038,0
58,31,Female,43,4,5,85.81656622389625,293.87,131,0.025746749577049102,73.47,-113.653,0
59,38,Female,11,4,4,44.78464587977586,146.31,14,0.10829195467262148,36.58,-2.342,0
60,44,Female,3,2,2,67.10028628218429,196.57,54,0.10546491467844774,98.28,-40.172,0
61,30,Female,9,1,2,104.84682461150788,97.44,26,0.05681145836525663,97.44,-12.256,0
62,33,Male,4,1,2,49.88944914252878,69.4,3,0.06701006221404839,69.4,7.940000000000001,0
63,23,Male,16,5,5,66.7077843584529,489.33,9,0.014553881391875726,97.87,10.787,1
64,23,Male,5,3,4,61.6738173976024,245.41,0,0.06481464673617458,81.8,16.18,0
65,43,Female,15,7,8,85.07322109840126,519.68,248,0.1091063661219098,74.24,-224.576,1
66,48,Male,6,7,8,74.36016715241482,478.53,62,0.08060610610175754,68.36,-39.164,1
67,34,Male,33,5,5,49.48198311800783,228.95,8,0.049240003368549855,45.79,6.579,0
68,45,Male,1,4,5,54.01445055536462,271.75,79,0.09172444060036433,67.94,-62.206,0
69,38,Male,20,3,4,50.79417085058032,141.06,56,0.1690178182599021,47.02,-43.298,0
70,28,Female,5,9,11,48.37598720785611,357.44,13,0.05698908511862483,39.72,12.972,0
71,38,Female,1,3,4,17.374981348899396,58.43,40,0.15459656352865223,19.48,-30.052,0
72,50,Female,49,5,5,75.43157829400258,457.25,56,0.09087975618387437,91.45,-36.855,1
73,34,Female,27,2,3,49.92208667018082,112.05,26,0.09181178664952762,56.02,-14.398,0
74,50,Female,3,5,6,84.50902905085442,482.72,191,0.1294166523173428,96.54,-169.346,1
75,18,Female,27,2,3,72.53713447366354,162.45,5,0.048146162925727085,81.22,9.122,0
76,43,Male,23,4,4,58.67223108096283,231.36,8,0.0728374641900221,57.84,5.784000000000001,0
77,35,Female,16,3,3,56.221669826349206,247.79,116,0.035448251292400985,82.6,-101.74,0
78,32,Male,14,4,4,30.385722126694645,168.54,17,0.04811585669372069,42.14,-4.786,0
79,35,Male,53,4,5,73.87907028109522,303.2,8,0.0446877052422645,75.8,9.58,0
80,18,Female,7,3,3,67.50529697528363,167.64,29,0.051914771388199665,55.88,-17.412,0
81,32,Male,13,5,6,51.30325862418209,359.28,11,0.13329474673350936,71.86,8.186,0
82,38,Male,10,4,4,10.52048006268052,55.53,42,0.0295980081428994,13.88,-32.612,0
83,49,Male,36,4,4,63.8263572092744,218.76,79,0.049767599287884524,54.69,-65.531,0
84,29,Male,60,5,5,66.05687404218689,425.61,84,0.20634833790908239,85.12,-65.488,0
85,26,Male,46,4,5,103.06158178073011,460.41,21,0.04950150711792299,115.1,0.5099999999999998,1
86,29,Male,39,4,5,71.12588953907381,253.56,70,0.17011154792707286,63.39,-53.661,0
87,44,Female,104,1,1,105.73080051504986,138.22,201,0.2817732191433531,138.22,-185.178,0
88,38,Female,29,3,3,51.13834301639758,160.93,0,0.1340515213928677,53.64,11.364,0
89,29,Male,34,7,7,62.031559343221886,624.11,62,0.033977783217173256,89.16,-39.084,1
90,40,Female,98,3,3,39.764413946287654,99.02,41,0.18204573519391604,33.01,-31.698999999999998,0
91,35,Male,1,4,5,62.04455219568573,361.38,30,0.12292655592215776,90.34,-10.966,0
92,44,Male,25,4,4,94.80150929689124,326.72,14,0.23361547460562268,81.68,2.168000000000001,0
93,27,Male,33,4,5,95.65960970883668,315.79,7,0.14813311291456466,78.95,10.895,0
94,31,Female,60,4,4,76.65903923665718,370.19,152,0.04044613483286675,92.55,-134.745,0
95,31,Male,52,3,3,29.638853128460696,109.14,1,0.02027419129178893,36.38,8.638,0
96,20,Female,45,3,3,27.844225296873347,78.38,38,0.11593679387678119,26.13,-29.387,0
97,37,Female,70,2,2,62.541714065870366,176.77,13,0.15370131734203576,88.38,-0.1620000000000008,0
98,37,Female,19,3,4,49.64270820358932,202.75,9,0.05966789217391419,67.58,5.758,0
99,35,Female,1,1,2,89.89381332848944,89.7,26,0.0947450773894992,89.7,-13.03,0
100,32,Female,1,6,7,84.20963803546813,560.91,22,0.17800289865740687,93.48,1.3480000000000008,1
101,20,Male,19,2,2,80.34278694572757,216.66,37,0.2079111744510026,108.33,-22.167,0
102,30,Male,14,1,1,52.849194363172295,73.11,40,0.10298671656349837,73.11,-30.689,0
103,31,Female,15,5,5,74.42461419391525,505.12,42,0.20940221801376693,101.02,-21.898,1
104,26,Female,13,1,2,80.01957007614666,79.02,8,0.052058717703951055,79.02,3.902,0
105,33,Male,60,5,5,59.702334848865185,398.73,11,0.05716288218360098,79.75,6.9750000000000005,0
106,39,Male,11,2,2,62.81295335722703,156.13,23,0.12253318444015278,78.06,-11.193999999999999,0
107,53,Male,47,4,4,79.10065753327413,369.67,5,0.1555784111044812,92.42,12.242,0
108,36,Male,56,4,4,37.15582068086825,219.15,107,0.07832919643889381,54.79,-93.521,0
109,37,Male,17,3,3,52.64909044096727,192.48,6,0.14564373405394912,64.16,6.416,0
110,34,Female,15,4,5,50.254399883044776,283.06,15,0.08682481477634785,70.76,2.0760000000000005,0
111,18,Female,35,6,6,99.54333406595337,792.35,60,0.15339682872687643,132.06,-34.794,1
112,34,Female,30,1,2,54.03181711111963,44.93,159,0.10573695752750906,44.93,-150.507,0
113,35,Female,10,3,4,70.82909769101146,209.69,8,0.11519569740572608,69.9,6.990000000000001,0
114,59,Female,3,7,7,89.37359891598174,767.26,34,0.11678550543012389,109.61,-9.039,1
115,33,Male,8,1,2,47.240468095200924,52.29,21,0.01582269956761051,52.29,-11.771,0
116,38,Male,4,4,4,96.27891519272629,565.68,39,0.21115356610708583,141.42,-16.858,1
117,34,Female,9,1,2,98.84726224868567,119.46,34,0.12554770239503088,119.46,-18.054000000000002,0
118,23,Female,8,3,4,10.0,43.51,51,0.08679042839606255,14.5,-41.55,0
119,46,Male,25,5,5,80.69152114185994,380.91,2,0.011034913504022973,76.18,15.618000000000002,0
120,42,Other,75,4,5,101.03382405182165,577.28,105,0.12967460489636265,144.32,-80.568,1
121,42,Male,28,4,4,58.46765932622021,275.03,2,0.17947103332203704,68.76,12.876000000000001,0
122,25,Male,63,3,4,86.20314150428668,245.64,50,0.2057401048499426,81.88,-33.812,0
123,49,Male,37,3,4,30.265603721348327,97.44,100,0.09852633751169013,32.48,-88.752,0
124,20,Male,32,2,2,22.459290129270563,66.4,7,0.026332177005902062,33.2,0.3200000000000003,0
125,40,Female,13,2,3,57.2776599519639,168.58,68,0.24504282939661456,84.29,-53.571,0
126,56,Female,10,4,5,40.72887806736421,132.84,14,0.025806007242460245,33.21,-0.6789999999999998,0
127,25,Male,45,3,3,80.69036222438662,245.75,13,0.16615953326670604,81.92,1.1920000000000002,0
128,29,Female,57,7,6,79.72042986216641,797.74,2,0.11233341166934313,113.96,21.396,1
129,35,Female,15,1,1,122.8698011228787,101.09,27,0.06727081608959219,101.09,-14.890999999999998,0
130,29,Female,1,4,4,93.92887166263277,552.25,133,0.2032429158836269,138.06,-111.194,1
131,19,Female,38,2,3,52.06714857207852,111.59,73,0.06841895833033262,55.8,-61.42,0
132,35,Male,9,4,6,71.36043412442626,251.29,50,0.06037674013258246,62.82,-31.718,0
133,24,Female,1,7,7,76.52342560229016,541.45,102,0.11290944321934053,77.35,-80.265,1
134,39,Male,40,4,4,85.83671977670508,468.91,108,0.06284633881176752,117.23,-88.277,1
135,25,Female,18,1,2,10.0,14.99,54,0.014037927668150539,14.99,-48.501,0
136,50,Male,28,5,5,56.4093992287524,252.06,22,0.20225424478748855,50.41,-6.959,0
137,27,Female,60,1,2,101.26703201860734,126.21,127,0.13298756577581275,126.21,-110.379,0
138,31,Female,19,5,5,81.83975590171163,592.4,25,0.24904751138518677,118.48,-3.1519999999999992,1
139,43,Male,17,1,2,71.18533003253883,101.78,11,0.1625295412259698,101.78,3.178000000000001,0
140,22,Male,9,4,5,54.42732389033624,232.59,49,0.04271781729270517,58.15,-33.185,0
141,37,Female,9,2,2,66.05384443383771,185.75,5,0.22035802471288016,92.88,8.288,0
142,48,Female,39,6,6,71.24993501793287,399.33,14,0.12390413931763566,66.55,4.655,0
143,18,Male,15,3,3,42.68069230858235,159.09,112,0.1488995310447319,53.03,-100.697,0
144,36,Female,5,5,6,78.02400374687423,475.4,32,0.08813371654040104,95.08,-10.491999999999999,1
145,37,Male,3,3,3,72.10498263250183,291.6,40,0.07227182440192187,97.2,-24.28,0
146,42,Male,16,4,4,57.46301757534525,220.73,46,0.08547029302728738,55.18,-32.482,0
147,22,Male,16,3,3,57.3826776725343,213.5,40,0.08855344798622235,71.17,-26.883,0
148,21,Male,26,1,2,32.627445418860255,40.04,14,0.021501027597245457,40.04,-5.9959999999999996,0
149,40,Female,16,9,8,103.26123076645223,798.27,148,0.1714810533417817,88.7,-123.13,1
150,37,Other,4,5,5,84.88441970772918,437.76,68,0.00504884406978618,87.55,-49.245,1
151,37,Male,18,4,4,78.6278787129674,297.28,63,0.22608775754540733,74.32,-47.568,0
152,38,Female,57,7,7,86.13816683877894,904.28,108,0.15700273004637508,129.18,-81.082,1
153,28,Male,5,1,2,10.0,14.93,67,0.14657466014761603,14.93,-61.507,0
154,37,Female,29,3,4,120.88232103952976,354.2,7,0.12242705881902473,118.07,12.807,0
155,37,Male,22,5,6,10.0,68.3,24,0.010052394885075054,13.66,-10.634,0
156,27,Female,34,4,4,96.69650196859132,530.49,28,0.0768881063883119,132.62,-6.7379999999999995,1
157,53,Female,4,4,4,72.80747171623953,423.78,66,0.0847966216047675,105.94,-47.406,0
158,39,Male,69,2,2,38.05256156391158,67.77,73,0.02171186163899436,33.88,-65.612,0
159,23,Female,24,5,5,73.1312098441866,463.4,48,0.12260979992465806,92.68,-28.732,1
160,41,Male,46,5,5,84.58458347300544,399.29,30,0.019515122679906124,79.86,-12.014,0
161,25,Male,7,6,6,54.87513957843687,414.98,125,0.06068642514468797,69.16,-106.084,0
162,42,Male,33,3,3,106.0288498377583,448.67,48,0.011450248375851485,149.56,-27.043999999999997,1
163,46,Male,37,2,3,24.708102672144527,42.34,104,0.09143803824322756,21.17,-95.883,0
164,26,Male,13,2,3,38.10544865463707,94.95,157,0.08146950944955961,47.48,-146.252,0
165,44,Male,12,4,4,32.03216279398777,150.72,32,0.10482163696098899,37.68,-20.232,0
166,39,Male,26,3,4,27.048440939197405,74.89,20,0.14723487565048,24.96,-9.504,0
167,43,Male,3,2,3,74.98681811781638,144.92,27,0.024496838602752122,72.46,-13.754000000000001,0
168,53,Female,32,3,3,118.1281305592797,412.63,5,0.026639373941795434,137.54,14.754,0
169,32,Female,2,3,3,95.51033625472792,401.82,25,0.137318360067363,133.94,-5.606,0
170,27,Male,6,5,6,60.825883447373556,387.04,42,0.11506583291350325,77.41,-22.259,0
171,26,Male,27,2,3,111.67198275087968,182.97,13,0.13205729256647733,91.48,2.1480000000000015,0
172,26,Male,3,4,4,100.91402392570632,358.58,11,0.028327705240323332,89.64,5.964,0
173,34,Female,86,4,5,49.86600130087524,282.81,22,0.11822722175863591,70.7,-4.93,0
174,38,Female,49,3,3,61.175450113307406,230.66,6,0.031368151186843045,76.89,7.689,0
175,37,Male,24,1,2,78.68638136221048,63.94,40,0.1168969245645312,63.94,-29.606,0
176,43,Male,42,5,6,46.544150360430834,283.29,60,0.2505172406921365,56.66,-42.334,0
177,35,Male,53,5,5,40.26883104562968,184.83,53,0.0807961489986582,36.97,-39.303,0
178,49,Male,8,4,5,92.1380665092087,532.17,19,0.03273168158689616,133.04,4.304,1
179,32,Female,46,3,4,99.10018875520498,263.32,118,0.09695291656080705,87.77,-101.223,0
180,62,Female,6,4,4,39.40101638353561,134.58,6,0.104980023794742,33.65,5.365,0
181,41,Male,13,7,7,80.91863985462523,708.81,0,0.03447935606835507,101.26,24.126,1
182,26,Female,20,1,2,80.42615258871027,108.97,8,0.010462317428875205,108.97,6.897,0
183,24,Male,31,6,6,36.896044000378836,219.53,77,0.078856951808176,36.59,-61.341,0
184,39,Male,1,6,6,79.70043312788914,483.43,93,0.021858868873639258,80.57,-72.943,1
185,32,Female,9,6,6,85.52650719758586,538.69,87,0.20370236756610416,89.78,-66.022,1
186,42,Female,23,5,7,86.94881114727688,580.85,23,0.10141611234845353,116.17,2.617000000000001,1
187,39,Male,11,3,3,61.17093051214359,180.47,124,0.16393150261261613,60.16,-111.984,0
188,34,Male,36,4,4,78.6490860771061,271.09,132,0.09136904129936925,67.77,-117.223,0
189,26,Female,26,5,7,75.11887010372689,381.76,102,0.054960138085635095,76.35,-80.365,0
190,19,Female,7,2,2,72.05044170421779,212.73,80,0.3742627761292146,106.36,-65.364,0
191,30,Male,4,2,3,96.03354832106734,212.08,110,0.08362719805174972,106.04,-93.396,0
192,43,Male,24,4,5,40.69791765938001,194.05,64,0.09423073573132586,48.51,-49.149,0
193,37,Male,15,1,2,43.973580319529745,58.64,199,0.09524804506304835,58.64,-189.136,0
194,22,Female,5,3,3,37.47330588439662,133.89,59,0.25448577921896604,44.63,-48.537,0
195,36,Female,10,3,4,99.0747399653392,374.44,10,0.09040184238116822,124.81,10.481000000000002,0
196,38,Male,9,1,1,68.91550203315845,97.6,12,0.0505479116571203,97.6,-0.2400000000000002,0
197,26,Female,3,3,4,50.74466505428666,161.53,33,0.15255162335498498,53.84,-19.616,0
198,36,Female,19,3,3,107.36197015765916,282.8,76,0.043597325291495015,94.27,-60.573,0
199,35,Male,35,1,1,62.30171833164351,53.96,9,0.1343405445494749,53.96,-1.6039999999999992,0
200,23,Male,21,2,3,10.0,26.96,12,0.0654613916269476,13.48,-4.652,0
201,38,Female,43,4,4,49.93941215344495,251.38,4,0.1348772926961369,62.84,10.284,0
202,40,Female,4,1,1,72.1804163122643,86.37,11,0.07189161436727068,86.37,-0.36299999999999955,0
203,45,Female,14,3,3,80.42673350231178,350.1,14,0.16411205655144234,116.7,3.6700000000000017,0
204,45,Female,23,4,4,48.97878270742261,242.7,49,0.09152682767116917,60.68,-34.932,0
205,21,Male,28,1,2,56.51827797243711,47.1,29,0.11202594733857507,47.1,-20.29,0
206,25,Male,29,5,7,54.46379090012296,307.19,5,0.170045726186814,61.44,15.144,0
207,40,Female,32,3,4,88.17788559087593,251.42,10,0.05295121600066517,83.81,6.381,0
208,40,Male,26,2,2,109.2563565985798,269.84,44,0.040963529301549235,134.92,-26.508000000000003,0
209,40,Female,3,3,3,47.101427608565785,131.61,8,0.19810957930983175,43.87,2.3869999999999996,0
210,73,Female,29,5,5,111.3588762254816,696.82,78,0.015119736955673778,139.36,-54.064,1
211,40,Female,31,2,2,74.4712081155765,211.25,6,0.07636904640135513,105.62,8.562000000000001,0
212,46,Male,121,6,6,64.33403225537013,329.65,12,0.059991378603230394,54.94,5.494,0
213,44,Female,29,5,6,60.16916235805833,295.21,125,0.07026435355326269,59.04,-107.096,0
214,41,Female,28,2,2,39.867411975566014,101.38,45,0.08041694661881296,50.69,-35.931,0
215,31,Female,18,3,3,43.289658906237875,168.55,271,0.19305816245197563,56.18,-259.382,0
216,42,Female,49,3,3,38.792545724344905,140.91,9,0.17173936230723988,46.97,1.697,0
217,27,Male,139,4,5,35.81546904723384,128.56,4,0.08287997779546465,32.14,9.214,0
218,32,Male,37,3,3,80.37373613547108,233.85,4,0.057496651914054196,77.95,9.795000000000002,0
219,30,Male,23,2,3,131.52148105085703,377.5,164,0.04947945556978536,188.75,-139.125,0
220,35,Male,2,3,4,45.989926667854064,189.5,61,0.05748707667098763,63.17,-46.683,0
221,58,Female,32,6,7,60.181478193019096,529.0,24,0.056130087296604826,88.17,-1.1829999999999998,1
222,18,Female,30,3,3,98.12854316114418,319.81,29,0.09072256623970618,106.6,-12.34,0
223,41,Female,36,3,4,38.362832629757236,127.48,72,0.07760727368619248,42.49,-59.751,0
224,18,Female,4,4,4,26.595096432296906,104.38,57,0.02028553365586907,26.1,-46.39,0
225,30,Male,26,3,4,10.482586643409192,36.7,26,0.11829130569340492,12.23,-16.777,0
226,45,Other,9,4,4,70.25381595328592,388.05,70,0.10580099770615921,97.01,-52.299,0
227,35,Male,35,4,5,49.51314537846821,192.78,25,0.008927793244176627,48.2,-10.18,0
228,24,Male,7,1,2,29.000970015266276,26.06,36,0.05438898168536509,26.06,-29.394,0
229,27,Female,28,2,3,48.29971817900646,128.03,114,0.12133286631061228,64.02,-101.598,0
230,41,Female,9,1,1,94.39050973575772,121.33,7,0.059322032254490786,121.33,7.133000000000001,0
231,27,Female,1,2,3,55.524263811246044,153.3,33,0.17062587679090982,76.65,-19.335,0
232,37,Male,25,7,7,93.21507450002204,865.27,5,0.020976644398961887,123.61,21.361,1
233,35,Female,3,5,5,81.18363964346462,443.87,2,0.0880301933243073,88.77,16.877000000000002,1
234,28,Male,26,3,4,72.44762828568902,197.73,203,0.04798838218581255,65.91,-188.409,0
235,56,Male,63,5,5,67.4078882625772,438.21,49,0.06604021282309099,87.64,-30.235999999999997,1
236,41,Female,84,2,3,87.91573039935687,248.78,226,0.11803074217845447,124.39,-207.561,0
237,18,Female,7,1,1,76.446637616102,69.33,117,0.18114605070221718,69.33,-108.06700000000001,0
238,36,Female,40,4,4,73.45359306872975,341.73,253,0.07042001378673222,85.43,-236.457,0
239,28,Female,11,1,1,10.0,10.3,163,0.11801518402686036,10.3,-159.97,0
240,43,Female,56,2,3,58.264259765957966,135.6,126,0.0977944384410623,67.8,-113.22,0
241,27,Female,38,3,4,21.123917138835694,52.09,77,0.051294414065104904,17.36,-67.264,0
242,33,Female,2,3,4,35.169618372023436,110.52,79,0.08182922470233361,36.84,-67.316,0
243,40,Female,13,4,4,97.7887867771008,445.51,171,0.06993782360316854,111.38,-151.862,1
244,43,Other,10,7,7,62.84343712461957,398.38,226,0.05914203791042882,56.91,-206.309,0
245,22,Other,37,2,3,117.09040143566061,254.14,172,0.10364053661110362,127.07,-153.293,0
246,31,Male,13,6,6,89.20795636622691,494.15,39,0.15313136169554512,82.36,-18.764,1
247,30,Female,28,7,7,46.88679592811576,312.11,125,0.11104792400381766,44.59,-106.541,0
248,28,Female,23,5,5,55.13696073417299,409.22,42,0.18186218301276286,81.84,-23.816,0
249,52,Male,90,4,4,86.79108538800624,423.98,49,0.05489775817107754,106.0,-30.4,0
250,39,Female,67,4,4,83.7762572350879,359.43,104,0.07631286906708264,89.86,-87.014,0
251,22,Male,14,3,3,96.32396456585332,336.62,106,0.09464117368560486,112.21,-88.779,0
252,44,Female,31,4,5,10.0,42.73,104,0.08467965858219648,10.68,-92.932,0
253,56,Female,43,6,7,20.268356406659088,148.52,105,0.06802820917156513,24.75,-88.525,0
254,45,Male,55,3,4,49.27699413920194,118.31,33,0.05492872585372489,39.44,-21.056,0
255,19,Male,2,4,4,87.43559841345278,337.6,45,0.07879974419970306,84.4,-28.56,0
256,30,Female,9,3,3,91.25728400119188,408.53,17,0.049850596258916614,136.18,2.618000000000002,0
257,47,Male,10,6,7,10.0,52.72,37,0.04879706719245402,8.79,-22.121,0
258,27,Male,14,2,3,41.056849880609626,70.23,194,0.18313853775378125,35.12,-184.488,0
259,39,Male,5,3,4,84.24312812442166,289.43,101,0.06710789294679148,96.48,-83.352,0
260,42,Female,17,3,4,36.81461375472882,110.84,27,0.1157021568344561,36.95,-15.305,0
261,25,Female,27,2,2,75.99398591521069,178.38,60,0.12805936889808234,89.19,-47.081,0
262,34,Female,17,1,2,81.60424625581193,120.16,17,0.06844746421926166,120.16,-0.984,0
263,18,Male,27,3,3,52.99104644766619,141.22,13,0.16705521417148855,47.07,-2.293,0
264,24,Female,2,2,2,70.23118351154186,155.63,32,0.058356751724718915,77.82,-20.218,0
265,32,Female,51,5,6,64.04162068821398,426.25,11,0.11340140164664352,85.25,9.525,1
266,22,Male,68,1,1,83.35614887030303,76.06,48,0.047972772580532196,76.06,-38.394,0
267,51,Female,24,4,4,61.42515981871041,319.04,33,0.04790953680644996,79.76,-17.024,0
268,20,Female,52,6,6,13.58050944111433,88.01,8,0.11798269454115519,14.67,5.4670000000000005,0
269,30,Female,4,3,3,85.31557301603297,315.98,72,0.059609835932263454,105.33,-55.467,0
270,36,Male,39,3,4,67.6535835261866,237.04,76,0.3058207672309741,79.01,-60.099,0
271,49,Male,4,4,5,85.10327345160452,379.69,132,0.13166987128380223,94.92,-112.508,0
272,20,Male,13,4,4,43.24753400756785,196.4,74,0.10351592085535002,49.1,-61.09,0
273,46,Male,10,3,3,60.60605729722585,164.19,14,0.15602400721960205,54.73,-2.527,0
274,35,Female,22,4,5,53.4423850952639,235.99,65,0.03743187301019966,59.0,-49.1,0
275,25,Male,9,2,2,95.7985604813096,254.28,224,0.12347959510261403,127.14,-207.286,0
276,39,Female,25,1,2,88.84868671371486,126.85,114,0.1350943673116828,126.85,-97.315,0
277,36,Male,11,4,5,113.88956737287577,564.29,34,0.033969688752529384,141.07,-9.893,1
278,28,Male,48,2,3,65.2862873036709,180.07,71,0.15001498789973425,90.04,-55.995999999999995,0
279,35,Female,25,4,5,31.18723396030706,144.12,0,0.013725643093885515,36.03,13.603,0
280,31,Male,6,2,3,37.4545036407461,71.26,14,0.10839367768097281,35.63,-4.436999999999999,0
281,36,Female,10,1,2,96.18683091004782,125.69,30,0.0936690782110584,125.69,-13.431,0
282,41,Male,46,4,4,108.4820205192311,560.33,31,0.1809880155235788,140.08,-8.991999999999997,1
283,50,Male,12,3,3,29.094188566812548,70.27,126,0.06684992962178024,23.42,-117.658,0
284,22,Female,19,2,3,53.757649972606416,122.1,271,0.030686288948453915,61.05,-258.895,0
285,56,Female,26,5,5,35.39510251021449,257.63,36,0.07123435438419647,51.53,-20.847,0
286,18,Male,11,6,7,128.74805242296628,1150.27,29,0.07480256555211649,191.71,4.171000000000003,1
287,33,Male,9,5,5,80.40298215103999,450.19,8,0.05785476372896515,90.04,11.004000000000001,1
288,40,Female,16,4,4,42.515966903917544,221.98,16,0.3300225254296263,55.5,-2.4499999999999993,0
289,37,Other,6,4,4,40.88217131177983,132.84,9,0.040433020650717945,33.21,2.321,0
290,28,Female,9,3,4,112.39474755253151,333.02,25,0.06053401304317185,111.01,-5.898999999999999,0
291,32,Male,2,1,2,88.13296485329616,115.03,82,0.03924829336538168,115.03,-66.497,0
